Nombre,Iteraciones,Exitos,Fallos,DuracionSeg,ThroughputOpsSeg,LatenciaMediaMs,P95Ms,P99Ms,Bytes,MemoriaMb,GradoParalelismo
IO_Demo,200,200,0,0.8480886,235.82441740167243,16.8725075,24.5465,66.8434,0,44.87890625,4
